split,seed,model,adr,roc_auc,pr_auc,prevalence
scaffold,0,prior,"Pregnancy, puerperium and perinatal conditions",0.5,0.0876236044657097,0.0875963559915907
scaffold,0,prior,Ear and labyrinth disorders,0.5,0.4618770702981229,0.4618079887876664
scaffold,0,prior,Cardiac disorders,0.5,0.692373941847626,0.6923615977575333
scaffold,0,prior,Nervous system disorders,0.5,0.9138363390994972,0.9138051857042748
scaffold,0,prior,"Injury, poisoning and procedural complications",0.5,0.662971414550362,0.6629292221443588
scaffold,0,size+logreg,Hepatobiliary disorders,0.4850540659015339,0.5057187525197044,0.5206727400140154
scaffold,0,size+logreg,Metabolism and nutrition disorders,0.5311840941261124,0.7247809471337899,0.6979677645409951
scaffold,0,size+logreg,Product issues,0.4970995761633501,0.0248265089077375,0.0154169586545199
scaffold,0,size+logreg,Eye disorders,0.5199675756224844,0.6118892260545288,0.613875262789068
scaffold,0,size+logreg,Investigations,0.5896562568919295,0.8472739815216416,0.8065872459705676
scaffold,0,size+logreg,Musculoskeletal and connective tissue disorders,0.5857089633700371,0.7535972586861173,0.6986685353889278
scaffold,0,size+logreg,Gastrointestinal disorders,0.5438241148626745,0.92701160520424,0.9096005606166784
scaffold,0,size+logreg,Social circumstances,0.4906629957975493,0.1867434759986654,0.1758934828311142
scaffold,0,size+logreg,Immune system disorders,0.590314345225768,0.7830628359317001,0.7175893482831114
scaffold,0,size+logreg,Reproductive system and breast disorders,0.4738532325958893,0.4812329040087792,0.5094604064470918
scaffold,0,size+logreg,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.5315128503163189,0.3045863813597411,0.263489838822705
scaffold,0,size+logreg,General disorders and administration site conditions,0.5421595154986474,0.9150238687031956,0.905395935529082
scaffold,0,size+logreg,Endocrine disorders,0.5015100908749025,0.2419854768696123,0.2263489838822705
scaffold,0,size+logreg,Surgical and medical procedures,0.5240220023423803,0.1567490851129805,0.1492641906096706
scaffold,0,size+logreg,Vascular disorders,0.5457492537090455,0.8041937391388554,0.7764540995094604
scaffold,0,size+logreg,Blood and lymphatic system disorders,0.4936571376336841,0.6064413775307111,0.6201822004204625
scaffold,0,size+logreg,Skin and subcutaneous tissue disorders,0.5679470875341519,0.9398355010932044,0.9236159775753328
scaffold,0,size+logreg,"Congenital, familial and genetic disorders",0.4975402318405477,0.1775323709424154,0.1772950245269796
scaffold,0,size+logreg,Infections and infestations,0.6082708507514158,0.7685967463444257,0.7049754730203224
scaffold,0,size+logreg,"Respiratory, thoracic and mediastinal disorders",0.5810121174467058,0.7910000354340458,0.7428170988086895
scaffold,0,size+logreg,Psychiatric disorders,0.4736084425024051,0.6940885515609978,0.7119831814996496
scaffold,0,size+logreg,Renal and urinary disorders,0.5451223125193787,0.6654109357157155,0.6384022424667134
scaffold,0,size+logreg,"Pregnancy, puerperium and perinatal conditions",0.5286089273182256,0.113128401334941,0.0875963559915907
scaffold,0,size+logreg,Ear and labyrinth disorders,0.5075062950836313,0.4696082377471198,0.4618079887876664
scaffold,0,size+logreg,Cardiac disorders,0.5424562179929305,0.7256802770056454,0.6923615977575333
scaffold,0,size+logreg,Nervous system disorders,0.5993861479764954,0.9450907044207562,0.9138051857042748
scaffold,0,size+logreg,"Injury, poisoning and procedural complications",0.5446212203712619,0.7020834484644682,0.6629292221443588
scaffold,0,knn5 tanimoto,Hepatobiliary disorders,0.6774433821287392,0.6594757393571643,0.5206727400140154
scaffold,0,knn5 tanimoto,Metabolism and nutrition disorders,0.5445379721570245,0.7224749168289273,0.6979677645409951
scaffold,0,knn5 tanimoto,Product issues,0.5518889174320936,0.021186175854368,0.0154169586545199
scaffold,0,knn5 tanimoto,Eye disorders,0.6412547557851898,0.7018191039196345,0.613875262789068
scaffold,0,knn5 tanimoto,Investigations,0.5921446617433082,0.8408900191617485,0.8065872459705676
scaffold,0,knn5 tanimoto,Musculoskeletal and connective tissue disorders,0.5927004522726407,0.7496346890758242,0.6986685353889278
scaffold,0,knn5 tanimoto,Gastrointestinal disorders,0.6836422908818578,0.9418022316888224,0.9096005606166784
scaffold,0,knn5 tanimoto,Social circumstances,0.582336663782866,0.2284465609185877,0.1758934828311142
scaffold,0,knn5 tanimoto,Immune system disorders,0.5692972561054885,0.7534946522913162,0.7175893482831114
scaffold,0,knn5 tanimoto,Reproductive system and breast disorders,0.6343788881891962,0.6271925548604154,0.5094604064470918
scaffold,0,knn5 tanimoto,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6440065332349271,0.3724585694730418,0.263489838822705
scaffold,0,knn5 tanimoto,General disorders and administration site conditions,0.5724845142858775,0.9184630832870893,0.905395935529082
scaffold,0,knn5 tanimoto,Endocrine disorders,0.661753752864439,0.380842476750599,0.2263489838822705
scaffold,0,knn5 tanimoto,Surgical and medical procedures,0.5700997217538106,0.1965018687357134,0.1492641906096706
scaffold,0,knn5 tanimoto,Vascular disorders,0.6120285312457712,0.8209144115366691,0.7764540995094604
scaffold,0,knn5 tanimoto,Blood and lymphatic system disorders,0.6900181787969538,0.7519172100477347,0.6201822004204625
scaffold,0,knn5 tanimoto,Skin and subcutaneous tissue disorders,0.5619813724702262,0.932401652666946,0.9236159775753328
scaffold,0,knn5 tanimoto,"Congenital, familial and genetic disorders",0.5797255483023154,0.2328642560592587,0.1772950245269796
scaffold,0,knn5 tanimoto,Infections and infestations,0.5653461898315673,0.7394148164904675,0.7049754730203224
scaffold,0,knn5 tanimoto,"Respiratory, thoracic and mediastinal disorders",0.5568419459883718,0.7696551930057363,0.7428170988086895
scaffold,0,knn5 tanimoto,Psychiatric disorders,0.6182319522121957,0.7726812038323667,0.7119831814996496
scaffold,0,knn5 tanimoto,Renal and urinary disorders,0.6351493601345892,0.7225281845377014,0.6384022424667134
scaffold,0,knn5 tanimoto,"Pregnancy, puerperium and perinatal conditions",0.5723089240389512,0.1051972682701104,0.0875963559915907
scaffold,0,knn5 tanimoto,Ear and labyrinth disorders,0.6116421923928408,0.5482380530409885,0.4618079887876664
scaffold,0,knn5 tanimoto,Cardiac disorders,0.6068600972458639,0.7498996601493761,0.6923615977575333
scaffold,0,knn5 tanimoto,Nervous system disorders,0.5782981995278765,0.9258838650935074,0.9138051857042748
scaffold,0,knn5 tanimoto,"Injury, poisoning and procedural complications",0.5702943980380807,0.7015393737690159,0.6629292221443588
scaffold,0,morgan+logreg,Hepatobiliary disorders,0.6210046762723518,0.6209412971486349,0.5206727400140154
scaffold,0,morgan+logreg,Metabolism and nutrition disorders,0.5198601640999495,0.7206764264938521,0.6979677645409951
scaffold,0,morgan+logreg,Product issues,0.4623442729656529,0.021073694063363,0.0154169586545199
scaffold,0,morgan+logreg,Eye disorders,0.6011667320088654,0.6925323037655359,0.613875262789068
scaffold,0,morgan+logreg,Investigations,0.5983192439504859,0.8598885280532261,0.8065872459705676
scaffold,0,morgan+logreg,Musculoskeletal and connective tissue disorders,0.5962571739324801,0.7711194051836286,0.6986685353889278
scaffold,0,morgan+logreg,Gastrointestinal disorders,0.6991307893671107,0.9535131025483136,0.9096005606166784
scaffold,0,morgan+logreg,Social circumstances,0.5841327415305323,0.2367059345783489,0.1758934828311142
scaffold,0,morgan+logreg,Immune system disorders,0.56507129369843,0.7671096240484336,0.7175893482831114
scaffold,0,morgan+logreg,Reproductive system and breast disorders,0.6282606476518927,0.6350872974805545,0.5094604064470918
scaffold,0,morgan+logreg,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.5919218175221002,0.3635161031832489,0.263489838822705
scaffold,0,morgan+logreg,General disorders and administration site conditions,0.5555401389584979,0.9219544013408808,0.905395935529082
scaffold,0,morgan+logreg,Endocrine disorders,0.5928923724053885,0.3671043279634826,0.2263489838822705
scaffold,0,morgan+logreg,Surgical and medical procedures,0.5686679960704929,0.2150580366522475,0.1492641906096706
scaffold,0,morgan+logreg,Vascular disorders,0.5754778069086057,0.8195389430244644,0.7764540995094604
scaffold,0,morgan+logreg,Blood and lymphatic system disorders,0.653001793014881,0.7455028116450396,0.6201822004204625
scaffold,0,morgan+logreg,Skin and subcutaneous tissue disorders,0.5637367639889529,0.9409386863460222,0.9236159775753328
scaffold,0,morgan+logreg,"Congenital, familial and genetic disorders",0.5609293457004558,0.2294625064782192,0.1772950245269796
scaffold,0,morgan+logreg,Infections and infestations,0.5737803087407424,0.7621911997630452,0.7049754730203224
scaffold,0,morgan+logreg,"Respiratory, thoracic and mediastinal disorders",0.6123150540788967,0.8209012930016548,0.7428170988086895
scaffold,0,morgan+logreg,Psychiatric disorders,0.5839290885585819,0.7679147457825828,0.7119831814996496
scaffold,0,morgan+logreg,Renal and urinary disorders,0.616548697394679,0.7308485562741834,0.6384022424667134
scaffold,0,morgan+logreg,"Pregnancy, puerperium and perinatal conditions",0.516544037947329,0.106977921544534,0.0875963559915907
scaffold,0,morgan+logreg,Ear and labyrinth disorders,0.558494564254433,0.5280722222410524,0.4618079887876664
scaffold,0,morgan+logreg,Cardiac disorders,0.6095114712610292,0.7723853988542067,0.6923615977575333
scaffold,0,morgan+logreg,Nervous system disorders,0.6466570784001803,0.9569921080014472,0.9138051857042748
scaffold,0,morgan+logreg,"Injury, poisoning and procedural complications",0.5363775581788912,0.7002286373280728,0.6629292221443588
scaffold,0,morgan+rf,Hepatobiliary disorders,0.7053881845000759,0.7155754722326496,0.5206727400140154
scaffold,0,morgan+rf,Metabolism and nutrition disorders,0.5852186326818724,0.7610172775792071,0.6979677645409951
scaffold,0,morgan+rf,Product issues,0.6417105442091326,0.0537268221566062,0.0154169586545199
scaffold,0,morgan+rf,Eye disorders,0.6628709012543477,0.7477851129844012,0.613875262789068
scaffold,0,morgan+rf,Investigations,0.6354910382741398,0.8750082407601812,0.8065872459705676
scaffold,0,morgan+rf,Musculoskeletal and connective tissue disorders,0.6437850468681925,0.8045049019885356,0.6986685353889278
scaffold,0,morgan+rf,Gastrointestinal disorders,0.7557262869397837,0.961957765217125,0.9096005606166784
scaffold,0,morgan+rf,Social circumstances,0.5919167955790356,0.2783276177116076,0.1758934828311142
scaffold,0,morgan+rf,Immune system disorders,0.6160215018677562,0.8071914287821345,0.7175893482831114
scaffold,0,morgan+rf,Reproductive system and breast disorders,0.6607278480051221,0.6988777405226393,0.5094604064470918
scaffold,0,morgan+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6780094104392616,0.4586977531192922,0.263489838822705
scaffold,0,morgan+rf,General disorders and administration site conditions,0.5939096732864293,0.9317018030507548,0.905395935529082
scaffold,0,morgan+rf,Endocrine disorders,0.6742148677366806,0.4351209474298541,0.2263489838822705
scaffold,0,morgan+rf,Surgical and medical procedures,0.5807266614610194,0.1991391546280103,0.1492641906096706
scaffold,0,morgan+rf,Vascular disorders,0.6286496619703528,0.8494969275234677,0.7764540995094604
scaffold,0,morgan+rf,Blood and lymphatic system disorders,0.7096059967978549,0.8001705769314678,0.6201822004204625
scaffold,0,morgan+rf,Skin and subcutaneous tissue disorders,0.5973296409544314,0.949027328276365,0.9236159775753328
scaffold,0,morgan+rf,"Congenital, familial and genetic disorders",0.6113617819071384,0.2681972560981522,0.1772950245269796
scaffold,0,morgan+rf,Infections and infestations,0.6274989400005905,0.7963956669277439,0.7049754730203224
scaffold,0,morgan+rf,"Respiratory, thoracic and mediastinal disorders",0.6247643841327741,0.8258682056331903,0.7428170988086895
scaffold,0,morgan+rf,Psychiatric disorders,0.6432284270342711,0.8197985626645854,0.7119831814996496
scaffold,0,morgan+rf,Renal and urinary disorders,0.6596601146379966,0.7670594694352009,0.6384022424667134
scaffold,0,morgan+rf,"Pregnancy, puerperium and perinatal conditions",0.5536017067720025,0.1242207682425255,0.0875963559915907
scaffold,0,morgan+rf,Ear and labyrinth disorders,0.638020651647857,0.6258945608995856,0.4618079887876664
scaffold,0,morgan+rf,Cardiac disorders,0.6628757649945037,0.8066199903801007,0.6923615977575333
scaffold,0,morgan+rf,Nervous system disorders,0.7495757403159578,0.9713655623231052,0.9138051857042748
scaffold,0,morgan+rf,"Injury, poisoning and procedural complications",0.6018980069460605,0.7518021108416699,0.6629292221443588
scaffold,0,desc+rf,Hepatobiliary disorders,0.7011243345741148,0.6976048909724445,0.5206727400140154
scaffold,0,desc+rf,Metabolism and nutrition disorders,0.6021740639788916,0.7668086392052796,0.6979677645409951
scaffold,0,desc+rf,Product issues,0.6095720601646842,0.0377891933775064,0.0154169586545199
scaffold,0,desc+rf,Eye disorders,0.6619072184363841,0.7494457839399777,0.613875262789068
scaffold,0,desc+rf,Investigations,0.6309177665154122,0.8779387212706885,0.8065872459705676
scaffold,0,desc+rf,Musculoskeletal and connective tissue disorders,0.6304497294476799,0.7929257873657726,0.6986685353889278
scaffold,0,desc+rf,Gastrointestinal disorders,0.7653492185684512,0.9651149382608082,0.9096005606166784
scaffold,0,desc+rf,Social circumstances,0.6207909167880328,0.256182032585868,0.1758934828311142
scaffold,0,desc+rf,Immune system disorders,0.614304186689391,0.8099512311389985,0.7175893482831114
scaffold,0,desc+rf,Reproductive system and breast disorders,0.6598756254387439,0.6734343201731899,0.5094604064470918
scaffold,0,desc+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.691859615305357,0.4644219015581366,0.263489838822705
scaffold,0,desc+rf,General disorders and administration site conditions,0.5105385256624764,0.9124994672523612,0.905395935529082
scaffold,0,desc+rf,Endocrine disorders,0.6764226279245037,0.4250476974094426,0.2263489838822705
scaffold,0,desc+rf,Surgical and medical procedures,0.6120398060260598,0.2252468173106364,0.1492641906096706
scaffold,0,desc+rf,Vascular disorders,0.6048766888387564,0.8355708467358326,0.7764540995094604
scaffold,0,desc+rf,Blood and lymphatic system disorders,0.7248997296217956,0.8140534226053967,0.6201822004204625
scaffold,0,desc+rf,Skin and subcutaneous tissue disorders,0.5037994703879544,0.9321074954613447,0.9236159775753328
scaffold,0,desc+rf,"Congenital, familial and genetic disorders",0.5977878678544611,0.2861843991402358,0.1772950245269796
scaffold,0,desc+rf,Infections and infestations,0.6239222662168245,0.7900870654507111,0.7049754730203224
scaffold,0,desc+rf,"Respiratory, thoracic and mediastinal disorders",0.6300738580874669,0.8203601799958576,0.7428170988086895
scaffold,0,desc+rf,Psychiatric disorders,0.6460313718921746,0.8045249425584176,0.7119831814996496
scaffold,0,desc+rf,Renal and urinary disorders,0.6566493487939307,0.7635297577017919,0.6384022424667134
scaffold,0,desc+rf,"Pregnancy, puerperium and perinatal conditions",0.5888541905335453,0.1709388446124473,0.0875963559915907
scaffold,0,desc+rf,Ear and labyrinth disorders,0.6177906346681729,0.5994073823023774,0.4618079887876664
scaffold,0,desc+rf,Cardiac disorders,0.6607995046430517,0.8012519123780188,0.6923615977575333
scaffold,0,desc+rf,Nervous system disorders,0.7195035233724119,0.9645841751410952,0.9138051857042748
scaffold,0,desc+rf,"Injury, poisoning and procedural complications",0.6013497006669661,0.7515570978125764,0.6629292221443588
scaffold,0,morgan+desc+rf,Hepatobiliary disorders,0.7059467369224797,0.7025784568385116,0.5206727400140154
scaffold,0,morgan+desc+rf,Metabolism and nutrition disorders,0.5969347414756653,0.7616868749626711,0.6979677645409951
scaffold,0,morgan+desc+rf,Product issues,0.6138634525022111,0.0305800485311087,0.0154169586545199
scaffold,0,morgan+desc+rf,Eye disorders,0.6690373344680398,0.7465319850868022,0.613875262789068
scaffold,0,morgan+desc+rf,Investigations,0.6408026744472377,0.8808280355758923,0.8065872459705676
scaffold,0,morgan+desc+rf,Musculoskeletal and connective tissue disorders,0.6404587648446534,0.7995902705290625,0.6986685353889278
scaffold,0,morgan+desc+rf,Gastrointestinal disorders,0.7724480699509197,0.964048731823075,0.9096005606166784
scaffold,0,morgan+desc+rf,Social circumstances,0.6292005227999529,0.2591307775026908,0.1758934828311142
scaffold,0,morgan+desc+rf,Immune system disorders,0.6234720282722954,0.8115740807725313,0.7175893482831114
scaffold,0,morgan+desc+rf,Reproductive system and breast disorders,0.6617224554256296,0.6894717635575163,0.5094604064470918
scaffold,0,morgan+desc+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6869432454689656,0.4753267129115748,0.263489838822705
scaffold,0,morgan+desc+rf,General disorders and administration site conditions,0.5295140987376461,0.9154395571559846,0.905395935529082
scaffold,0,morgan+desc+rf,Endocrine disorders,0.6933407934657965,0.4317859409332184,0.2263489838822705
scaffold,0,morgan+desc+rf,Surgical and medical procedures,0.6042302948224897,0.222977902872866,0.1492641906096706
scaffold,0,morgan+desc+rf,Vascular disorders,0.6137333008923597,0.8404771994933483,0.7764540995094604
scaffold,0,morgan+desc+rf,Blood and lymphatic system disorders,0.725870969351902,0.8118266063876917,0.6201822004204625
scaffold,0,morgan+desc+rf,Skin and subcutaneous tissue disorders,0.5439047560632199,0.9412120568684104,0.9236159775753328
scaffold,0,morgan+desc+rf,"Congenital, familial and genetic disorders",0.6005216430194049,0.2807222552808439,0.1772950245269796
scaffold,0,morgan+desc+rf,Infections and infestations,0.6349025976708267,0.7957555227634987,0.7049754730203224
scaffold,0,morgan+desc+rf,"Respiratory, thoracic and mediastinal disorders",0.6338374168008237,0.8217107577330287,0.7428170988086895
scaffold,0,morgan+desc+rf,Psychiatric disorders,0.6506288549176847,0.8134847585971844,0.7119831814996496
scaffold,0,morgan+desc+rf,Renal and urinary disorders,0.6564238411218006,0.7599449315542783,0.6384022424667134
scaffold,0,morgan+desc+rf,"Pregnancy, puerperium and perinatal conditions",0.5846107921164699,0.1710954441790546,0.0875963559915907
scaffold,0,morgan+desc+rf,Ear and labyrinth disorders,0.6309324269662531,0.6121300622287371,0.4618079887876664
scaffold,0,morgan+desc+rf,Cardiac disorders,0.6628699338720656,0.806199952175343,0.6923615977575333
scaffold,0,morgan+desc+rf,Nervous system disorders,0.728716917236361,0.9680694280981758,0.9138051857042748
scaffold,0,morgan+desc+rf,"Injury, poisoning and procedural complications",0.6139870237827798,0.7559200393732342,0.6629292221443588
scaffold,0,morgan+desc+rf-multi,Hepatobiliary disorders,0.671835657436478,0.6711347667144111,0.5206727400140154
scaffold,0,morgan+desc+rf-multi,Metabolism and nutrition disorders,0.5865982569925375,0.7645356401975661,0.6979677645409951
scaffold,0,morgan+desc+rf-multi,Product issues,0.5897516570527964,0.030251050346352,0.0154169586545199
scaffold,0,morgan+desc+rf-multi,Eye disorders,0.6324174571991243,0.715082006545908,0.613875262789068
scaffold,0,morgan+desc+rf-multi,Investigations,0.6317911451426038,0.8693383292074024,0.8065872459705676
scaffold,0,morgan+desc+rf-multi,Musculoskeletal and connective tissue disorders,0.6351917869856785,0.7997116091346592,0.6986685353889278
scaffold,0,morgan+desc+rf-multi,Gastrointestinal disorders,0.7502294641559115,0.9589233345941832,0.9096005606166784
scaffold,0,morgan+desc+rf-multi,Social circumstances,0.6135925020548362,0.2570247017444772,0.1758934828311142
scaffold,0,morgan+desc+rf-multi,Immune system disorders,0.6114404142417349,0.8048981883641473,0.7175893482831114
scaffold,0,morgan+desc+rf-multi,Reproductive system and breast disorders,0.6640470477895408,0.6757893660867811,0.5094604064470918
scaffold,0,morgan+desc+rf-multi,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6394769996132669,0.4035002386266668,0.263489838822705
scaffold,0,morgan+desc+rf-multi,General disorders and administration site conditions,0.5143818184657889,0.9085546400593272,0.905395935529082
scaffold,0,morgan+desc+rf-multi,Endocrine disorders,0.6487669058389931,0.3670503739446403,0.2263489838822705
scaffold,0,morgan+desc+rf-multi,Surgical and medical procedures,0.6158068534743911,0.2339157388990058,0.1492641906096706
scaffold,0,morgan+desc+rf-multi,Vascular disorders,0.6147502423610893,0.8356488212509465,0.7764540995094604
scaffold,0,morgan+desc+rf-multi,Blood and lymphatic system disorders,0.6995542220390351,0.7816896433289237,0.6201822004204625
scaffold,0,morgan+desc+rf-multi,Skin and subcutaneous tissue disorders,0.5829086034910821,0.9468240107276902,0.9236159775753328
scaffold,0,morgan+desc+rf-multi,"Congenital, familial and genetic disorders",0.6024304648434675,0.2731499632922342,0.1772950245269796
scaffold,0,morgan+desc+rf-multi,Infections and infestations,0.6368721789757762,0.7961628834740148,0.7049754730203224
scaffold,0,morgan+desc+rf-multi,"Respiratory, thoracic and mediastinal disorders",0.6395200077708971,0.8216104553189364,0.7428170988086895
scaffold,0,morgan+desc+rf-multi,Psychiatric disorders,0.6442222202433172,0.8085023078937287,0.7119831814996496
scaffold,0,morgan+desc+rf-multi,Renal and urinary disorders,0.6358247660539441,0.7428610813222066,0.6384022424667134
scaffold,0,morgan+desc+rf-multi,"Pregnancy, puerperium and perinatal conditions",0.6266474100969578,0.1981971284687398,0.0875963559915907
scaffold,0,morgan+desc+rf-multi,Ear and labyrinth disorders,0.6010618251254212,0.5551146986958726,0.4618079887876664
scaffold,0,morgan+desc+rf-multi,Cardiac disorders,0.6504751194451285,0.7948239047830128,0.6923615977575333
scaffold,0,morgan+desc+rf-multi,Nervous system disorders,0.7241246773475823,0.9672784890595616,0.9138051857042748
scaffold,0,morgan+desc+rf-multi,"Injury, poisoning and procedural complications",0.5817781702679842,0.740682483794538,0.6629292221443588
scaffold,0,morgan+desc+lgbm,Hepatobiliary disorders,0.6884279170068813,0.6852444572444945,0.5206727400140154
scaffold,0,morgan+desc+lgbm,Metabolism and nutrition disorders,0.5840529063819891,0.7577086720201447,0.6979677645409951
scaffold,0,morgan+desc+lgbm,Product issues,0.6303007434806223,0.0393269200755093,0.0154169586545199
scaffold,0,morgan+desc+lgbm,Eye disorders,0.6459939703839751,0.7324824286537914,0.613875262789068
scaffold,0,morgan+desc+lgbm,Investigations,0.6175084171434232,0.8742339883721792,0.8065872459705676
scaffold,0,morgan+desc+lgbm,Musculoskeletal and connective tissue disorders,0.6482496417254079,0.8052929468402905,0.6986685353889278
scaffold,0,morgan+desc+lgbm,Gastrointestinal disorders,0.7544555077826824,0.9614142223869008,0.9096005606166784
scaffold,0,morgan+desc+lgbm,Social circumstances,0.6195719939624845,0.2568412647355968,0.1758934828311142
scaffold,0,morgan+desc+lgbm,Immune system disorders,0.5962542619982644,0.7991537414263415,0.7175893482831114
scaffold,0,morgan+desc+lgbm,Reproductive system and breast disorders,0.6626236051317336,0.6809043426609023,0.5094604064470918
scaffold,0,morgan+desc+lgbm,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6906090626014544,0.4737736748539533,0.263489838822705
scaffold,0,morgan+desc+lgbm,General disorders and administration site conditions,0.5294388649692815,0.9169725039521464,0.905395935529082
scaffold,0,morgan+desc+lgbm,Endocrine disorders,0.6938839766395057,0.4493543076441699,0.2263489838822705
scaffold,0,morgan+desc+lgbm,Surgical and medical procedures,0.5880703111509019,0.2079162456655487,0.1492641906096706
scaffold,0,morgan+desc+lgbm,Vascular disorders,0.594752966710488,0.8322966441077806,0.7764540995094604
scaffold,0,morgan+desc+lgbm,Blood and lymphatic system disorders,0.7078997297270314,0.8003190520670703,0.6201822004204625
scaffold,0,morgan+desc+lgbm,Skin and subcutaneous tissue disorders,0.4793165650266869,0.9169439496137728,0.9236159775753328
scaffold,0,morgan+desc+lgbm,"Congenital, familial and genetic disorders",0.5839127955889932,0.2792454459671701,0.1772950245269796
scaffold,0,morgan+desc+lgbm,Infections and infestations,0.6232141681603649,0.7921393551503382,0.7049754730203224
scaffold,0,morgan+desc+lgbm,"Respiratory, thoracic and mediastinal disorders",0.6152390591830248,0.8146983310299392,0.7428170988086895
scaffold,0,morgan+desc+lgbm,Psychiatric disorders,0.653524077847045,0.8172626993656552,0.7119831814996496
scaffold,0,morgan+desc+lgbm,Renal and urinary disorders,0.6424511422630059,0.743911132305154,0.6384022424667134
scaffold,0,morgan+desc+lgbm,"Pregnancy, puerperium and perinatal conditions",0.5499140596805068,0.1486810886115787,0.0875963559915907
scaffold,0,morgan+desc+lgbm,Ear and labyrinth disorders,0.6266748599496388,0.6072015474982672,0.4618079887876664
scaffold,0,morgan+desc+lgbm,Cardiac disorders,0.6462822247819077,0.7834637614615911,0.6923615977575333
scaffold,0,morgan+desc+lgbm,Nervous system disorders,0.6795526661304812,0.9553877227496972,0.9138051857042748
scaffold,0,morgan+desc+lgbm,"Injury, poisoning and procedural complications",0.5911734274169035,0.7315535370696242,0.6629292221443588
scaffold,1,prior,Hepatobiliary disorders,0.5,0.5207753649858914,0.5206727400140154
scaffold,1,prior,Metabolism and nutrition disorders,0.5,0.6980223285486444,0.6979677645409951
scaffold,1,prior,Product issues,0.5,0.0154238743712427,0.0154169586545199
scaffold,1,prior,Eye disorders,0.5,0.6139246718194087,0.613875262789068
scaffold,1,prior,Investigations,0.5,0.8066519445466813,0.8065872459705676
scaffold,1,prior,Musculoskeletal and connective tissue disorders,0.5,0.6987265366212735,0.6986685353889278
scaffold,1,prior,Gastrointestinal disorders,0.5,0.909611090663722,0.9096005606166784
scaffold,1,prior,Social circumstances,0.5,0.1759268801374064,0.1758934828311142
scaffold,1,prior,Immune system disorders,0.5,0.7176640902956694,0.7175893482831114
scaffold,1,prior,Reproductive system and breast disorders,0.5,0.5095988222304012,0.5094604064470918
scaffold,1,prior,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.5,0.2635038645564961,0.263489838822705
scaffold,1,prior,General disorders and administration site conditions,0.5,0.9054054717212612,0.905395935529082
scaffold,1,prior,Endocrine disorders,0.5,0.2264016685069316,0.2263489838822705
scaffold,1,prior,Surgical and medical procedures,0.5,0.1492528524107471,0.1492641906096706
scaffold,1,prior,Vascular disorders,0.5,0.7764961354435038,0.7764540995094604
scaffold,1,prior,Blood and lymphatic system disorders,0.5,0.620230646546436,0.6201822004204625
scaffold,1,prior,Skin and subcutaneous tissue disorders,0.5,0.9236780763096551,0.9236159775753328
scaffold,1,prior,"Congenital, familial and genetic disorders",0.5,0.1772960372960373,0.1772950245269796
scaffold,1,prior,Infections and infestations,0.5,0.7050496871549503,0.7049754730203224
