split,seed,model,adr,roc_auc,pr_auc,prevalence
scaffold,0,count-only,Psychiatric disorders,0.6442521017565841,0.8078958655090828,0.7119831814996496
scaffold,0,count-only,Renal and urinary disorders,0.6296576279515342,0.7382607862773044,0.6384022424667134
scaffold,0,count-only,"Pregnancy, puerperium and perinatal conditions",0.5801832326750662,0.1283082949129482,0.08759635599159075
scaffold,0,count-only,Ear and labyrinth disorders,0.605227539501809,0.5591279727054204,0.46180798878766643
scaffold,0,count-only,Cardiac disorders,0.6328715957949577,0.783648385881059,0.6923615977575333
scaffold,0,count-only,Nervous system disorders,0.7564244948941127,0.9676259126701521,0.9138051857042747
scaffold,0,count-only,"Injury, poisoning and procedural complications",0.6109180689512484,0.7549609340428303,0.6629292221443588
scaffold,0,count-stacked rf,Hepatobiliary disorders,0.7077927403684839,0.7037790782577009,0.5206727400140154
scaffold,0,count-stacked rf,Metabolism and nutrition disorders,0.6167032680797447,0.7764615643774044,0.6979677645409951
scaffold,0,count-stacked rf,Product issues,0.5354398262091246,0.02298476534758993,0.015416958654519973
scaffold,0,count-stacked rf,Eye disorders,0.6681529867111263,0.7450486430928718,0.613875262789068
scaffold,0,count-stacked rf,Investigations,0.6700257388872911,0.8922760358619545,0.8065872459705676
scaffold,0,count-stacked rf,Musculoskeletal and connective tissue disorders,0.6594698519992793,0.8086961921577622,0.6986685353889278
scaffold,0,count-stacked rf,Gastrointestinal disorders,0.7762076510287115,0.9714035358227819,0.9096005606166784
scaffold,0,count-stacked rf,Social circumstances,0.6289531569002522,0.28325876698550034,0.17589348283111422
scaffold,0,count-stacked rf,Immune system disorders,0.6496729653424709,0.823342259376069,0.7175893482831114
scaffold,0,count-stacked rf,Reproductive system and breast disorders,0.6997709567200967,0.7242566208643431,0.5094604064470918
scaffold,0,count-stacked rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6981968156928471,0.4869704446917359,0.263489838822705
scaffold,0,count-stacked rf,General disorders and administration site conditions,0.6139408866950709,0.9362932285232215,0.905395935529082
scaffold,0,count-stacked rf,Endocrine disorders,0.7007759453957048,0.45248853603629646,0.2263489838822705
scaffold,0,count-stacked rf,Surgical and medical procedures,0.5992937611189745,0.22173612860729905,0.14926419060967064
scaffold,0,count-stacked rf,Vascular disorders,0.6326117032161094,0.8490594726700591,0.7764540995094604
scaffold,0,count-stacked rf,Blood and lymphatic system disorders,0.7091392636420835,0.8062671975148786,0.6201822004204625
scaffold,0,count-stacked rf,Skin and subcutaneous tissue disorders,0.6610402549448362,0.9489805697638536,0.9236159775753329
scaffold,0,count-stacked rf,"Congenital, familial and genetic disorders",0.6278171175596149,0.3307492821189909,0.17729502452697968
scaffold,0,count-stacked rf,Infections and infestations,0.6686783451528793,0.820999334403288,0.7049754730203224
scaffold,0,count-stacked rf,"Respiratory, thoracic and mediastinal disorders",0.6549948307591589,0.8303109385767105,0.7428170988086895
scaffold,0,count-stacked rf,Psychiatric disorders,0.676889910013881,0.8252280010336268,0.7119831814996496
scaffold,0,count-stacked rf,Renal and urinary disorders,0.6699668069892737,0.7688225306140085,0.6384022424667134
scaffold,0,count-stacked rf,"Pregnancy, puerperium and perinatal conditions",0.5338956709739694,0.11149573999908699,0.08759635599159075
scaffold,0,count-stacked rf,Ear and labyrinth disorders,0.6548450671543113,0.6301267080373569,0.46180798878766643
scaffold,0,count-stacked rf,Cardiac disorders,0.6899873034466637,0.8329096131220289,0.6923615977575333
scaffold,0,count-stacked rf,Nervous system disorders,0.7687801948285016,0.9697781985363261,0.9138051857042747
scaffold,0,count-stacked rf,"Injury, poisoning and procedural complications",0.6124664591311823,0.7579980636713579,0.6629292221443588
scaffold,0,atc+rf,Hepatobiliary disorders,0.6347895174528981,0.6560985819835288,0.5206727400140154
scaffold,0,atc+rf,Metabolism and nutrition disorders,0.6110861413927111,0.7670366702978798,0.6979677645409951
scaffold,0,atc+rf,Product issues,0.579070656984439,0.019813490948889397,0.015416958654519973
scaffold,0,atc+rf,Eye disorders,0.6220442371685154,0.7286763453324137,0.613875262789068
scaffold,0,atc+rf,Investigations,0.6069132917022851,0.8548781765282211,0.8065872459705676
scaffold,0,atc+rf,Musculoskeletal and connective tissue disorders,0.6220192787705836,0.7781503889898695,0.6986685353889278
scaffold,0,atc+rf,Gastrointestinal disorders,0.6949603525846428,0.9495600766974508,0.9096005606166784
scaffold,0,atc+rf,Social circumstances,0.6164993921927331,0.27726232267569306,0.17589348283111422
scaffold,0,atc+rf,Immune system disorders,0.5782064210689664,0.7655756828730634,0.7175893482831114
scaffold,0,atc+rf,Reproductive system and breast disorders,0.6333768989209346,0.6336098291106941,0.5094604064470918
scaffold,0,atc+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6420091405799067,0.43699403330185405,0.263489838822705
scaffold,0,atc+rf,General disorders and administration site conditions,0.583544489324609,0.9269991740157127,0.905395935529082
scaffold,0,atc+rf,Endocrine disorders,0.6588595575006018,0.36471631689358996,0.2263489838822705
scaffold,0,atc+rf,Surgical and medical procedures,0.630816270469859,0.2600349694035132,0.14926419060967064
scaffold,0,atc+rf,Vascular disorders,0.6275780409481777,0.8477594729257716,0.7764540995094604
scaffold,0,atc+rf,Blood and lymphatic system disorders,0.6679401152739683,0.7553511652426692,0.6201822004204625
scaffold,0,atc+rf,Skin and subcutaneous tissue disorders,0.5484193291216244,0.9274240103460585,0.9236159775753329
scaffold,0,atc+rf,"Congenital, familial and genetic disorders",0.5714549567091376,0.26629217340902744,0.17729502452697968
scaffold,0,atc+rf,Infections and infestations,0.5617262291646578,0.754635308962342,0.7049754730203224
scaffold,0,atc+rf,"Respiratory, thoracic and mediastinal disorders",0.610142662839575,0.809033519458907,0.7428170988086895
scaffold,0,atc+rf,Psychiatric disorders,0.6171660993046152,0.8030628449483235,0.7119831814996496
scaffold,0,atc+rf,Renal and urinary disorders,0.6102495893473296,0.732237966135201,0.6384022424667134
scaffold,0,atc+rf,"Pregnancy, puerperium and perinatal conditions",0.5701578686334206,0.1451399279213234,0.08759635599159075
scaffold,0,atc+rf,Ear and labyrinth disorders,0.5943296456206616,0.5767507838315467,0.46180798878766643
scaffold,0,atc+rf,Cardiac disorders,0.6028979373761463,0.7793564219148846,0.6923615977575333
scaffold,0,atc+rf,Nervous system disorders,0.6199247663551859,0.9372447814635784,0.9138051857042747
scaffold,0,atc+rf,"Injury, poisoning and procedural complications",0.590346919203118,0.7349436383713973,0.6629292221443588
scaffold,0,ind+rf,Hepatobiliary disorders,0.7189185332057928,0.7328199654198032,0.5206727400140154
scaffold,0,ind+rf,Metabolism and nutrition disorders,0.6952828066121797,0.8387743229991831,0.6979677645409951
scaffold,0,ind+rf,Product issues,0.48972971656301845,0.04398468148484129,0.015416958654519973
scaffold,0,ind+rf,Eye disorders,0.6969389530993287,0.7879104507380016,0.613875262789068
scaffold,0,ind+rf,Investigations,0.7189968731342494,0.9106250493877202,0.8065872459705676
scaffold,0,ind+rf,Musculoskeletal and connective tissue disorders,0.6973394204838346,0.8451986196050733,0.6986685353889278
scaffold,0,ind+rf,Gastrointestinal disorders,0.7659163108750724,0.9650165808249881,0.9096005606166784
scaffold,0,ind+rf,Social circumstances,0.6647535625894421,0.3970949865322698,0.17589348283111422
scaffold,0,ind+rf,Immune system disorders,0.646238011271749,0.8266196804177923,0.7175893482831114
scaffold,0,ind+rf,Reproductive system and breast disorders,0.7083027100761385,0.7283254443488504,0.5094604064470918
scaffold,0,ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.70785625601823,0.5240004706267294,0.263489838822705
scaffold,0,ind+rf,General disorders and administration site conditions,0.6683818733895817,0.9498685628969132,0.905395935529082
scaffold,0,ind+rf,Endocrine disorders,0.7028746430708338,0.47482737656116714,0.2263489838822705
scaffold,0,ind+rf,Surgical and medical procedures,0.6764357499828011,0.33418252959212563,0.14926419060967064
scaffold,0,ind+rf,Vascular disorders,0.710105055997374,0.8848460118270218,0.7764540995094604
scaffold,0,ind+rf,Blood and lymphatic system disorders,0.7329003860701612,0.8176686530895759,0.6201822004204625
scaffold,0,ind+rf,Skin and subcutaneous tissue disorders,0.7231156396705594,0.9630470892989932,0.9236159775753329
scaffold,0,ind+rf,"Congenital, familial and genetic disorders",0.6183858697279665,0.2936798319877893,0.17729502452697968
scaffold,0,ind+rf,Infections and infestations,0.6487369374025822,0.8073051707629784,0.7049754730203224
scaffold,0,ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6774479941080307,0.8603104021062314,0.7428170988086895
scaffold,0,ind+rf,Psychiatric disorders,0.7279261737257778,0.870219007523095,0.7119831814996496
scaffold,0,ind+rf,Renal and urinary disorders,0.7054781688101948,0.7991650721583755,0.6384022424667134
scaffold,0,ind+rf,"Pregnancy, puerperium and perinatal conditions",0.657015835149419,0.2655464723569814,0.08759635599159075
scaffold,0,ind+rf,Ear and labyrinth disorders,0.7035296872926649,0.6999963901496234,0.46180798878766643
scaffold,0,ind+rf,Cardiac disorders,0.7163412185443265,0.852049040328026,0.6923615977575333
scaffold,0,ind+rf,Nervous system disorders,0.6997244991756476,0.956338426877276,0.9138051857042747
scaffold,0,ind+rf,"Injury, poisoning and procedural complications",0.6629618763447456,0.7919331981715056,0.6629292221443588
scaffold,0,atc+ind+rf,Hepatobiliary disorders,0.7455657478876216,0.76465570066762,0.5206727400140154
scaffold,0,atc+ind+rf,Metabolism and nutrition disorders,0.7209274977288345,0.8519838450973367,0.6979677645409951
scaffold,0,atc+ind+rf,Product issues,0.540111390308921,0.035669165406792616,0.015416958654519973
scaffold,0,atc+ind+rf,Eye disorders,0.7329328750368359,0.8186956954291181,0.613875262789068
scaffold,0,atc+ind+rf,Investigations,0.7301930460469418,0.9175159407949748,0.8065872459705676
scaffold,0,atc+ind+rf,Musculoskeletal and connective tissue disorders,0.7365954104573966,0.8687270355261276,0.6986685353889278
scaffold,0,atc+ind+rf,Gastrointestinal disorders,0.8167401951684596,0.9738174696503412,0.9096005606166784
scaffold,0,atc+ind+rf,Social circumstances,0.6971934858253153,0.39698723786828827,0.17589348283111422
scaffold,0,atc+ind+rf,Immune system disorders,0.6568859645881762,0.8347675578373766,0.7175893482831114
scaffold,0,atc+ind+rf,Reproductive system and breast disorders,0.7243529037294498,0.7405697507545257,0.5094604064470918
scaffold,0,atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7465984626123233,0.5788168828101371,0.263489838822705
scaffold,0,atc+ind+rf,General disorders and administration site conditions,0.6806666899186437,0.9525396854835162,0.905395935529082
scaffold,0,atc+ind+rf,Endocrine disorders,0.7359205002802108,0.5021240024935635,0.2263489838822705
scaffold,0,atc+ind+rf,Surgical and medical procedures,0.7253683392549974,0.36088799403934757,0.14926419060967064
scaffold,0,atc+ind+rf,Vascular disorders,0.7256419676071271,0.8967058107310961,0.7764540995094604
scaffold,0,atc+ind+rf,Blood and lymphatic system disorders,0.7698519293657068,0.8466200294708945,0.6201822004204625
scaffold,0,atc+ind+rf,Skin and subcutaneous tissue disorders,0.7332671647941217,0.965358685330352,0.9236159775753329
scaffold,0,atc+ind+rf,"Congenital, familial and genetic disorders",0.645855037380029,0.3450173927454075,0.17729502452697968
scaffold,0,atc+ind+rf,Infections and infestations,0.66527865425375,0.8324172480478044,0.7049754730203224
scaffold,0,atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.714272683380172,0.8787402458013591,0.7428170988086895
scaffold,0,atc+ind+rf,Psychiatric disorders,0.7532046695776714,0.8863755582498889,0.7119831814996496
scaffold,0,atc+ind+rf,Renal and urinary disorders,0.7263777588103002,0.8212517346675512,0.6384022424667134
scaffold,0,atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.669826489794562,0.2716087238580521,0.08759635599159075
scaffold,0,atc+ind+rf,Ear and labyrinth disorders,0.7155708656397772,0.7173607576143385,0.46180798878766643
scaffold,0,atc+ind+rf,Cardiac disorders,0.745545772125815,0.8701205077867126,0.6923615977575333
scaffold,0,atc+ind+rf,Nervous system disorders,0.728684589437007,0.9609931041478437,0.9138051857042747
scaffold,0,atc+ind+rf,"Injury, poisoning and procedural complications",0.7034540849833958,0.8133093134946872,0.6629292221443588
scaffold,0,morgan+desc+atc+ind+rf,Hepatobiliary disorders,0.724764637414386,0.7266742899137056,0.5206727400140154
scaffold,0,morgan+desc+atc+ind+rf,Metabolism and nutrition disorders,0.6441186147442668,0.7941909695301111,0.6979677645409951
scaffold,0,morgan+desc+atc+ind+rf,Product issues,0.512614642174485,0.027897858805841735,0.015416958654519973
scaffold,0,morgan+desc+atc+ind+rf,Eye disorders,0.6843902233204302,0.7719561358490119,0.613875262789068
scaffold,0,morgan+desc+atc+ind+rf,Investigations,0.6814069486268144,0.8985382175871335,0.8065872459705676
scaffold,0,morgan+desc+atc+ind+rf,Musculoskeletal and connective tissue disorders,0.6655691571910721,0.8120770459576583,0.6986685353889278
scaffold,0,morgan+desc+atc+ind+rf,Gastrointestinal disorders,0.7832095389174851,0.9689897818906006,0.9096005606166784
scaffold,0,morgan+desc+atc+ind+rf,Social circumstances,0.6501136432560142,0.31495836823551254,0.17589348283111422
scaffold,0,morgan+desc+atc+ind+rf,Immune system disorders,0.6644422381842938,0.8317044388701532,0.7175893482831114
scaffold,0,morgan+desc+atc+ind+rf,Reproductive system and breast disorders,0.7146050674190233,0.7359906240213053,0.5094604064470918
scaffold,0,morgan+desc+atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7312662193636752,0.5367635330929753,0.263489838822705
scaffold,0,morgan+desc+atc+ind+rf,General disorders and administration site conditions,0.6201654798121665,0.9356050838431909,0.905395935529082
scaffold,0,morgan+desc+atc+ind+rf,Endocrine disorders,0.7149427380080778,0.4750838512814278,0.2263489838822705
scaffold,0,morgan+desc+atc+ind+rf,Surgical and medical procedures,0.6101804744452115,0.2416197393310247,0.14926419060967064
scaffold,0,morgan+desc+atc+ind+rf,Vascular disorders,0.6510966936978735,0.8596496889457608,0.7764540995094604
scaffold,0,morgan+desc+atc+ind+rf,Blood and lymphatic system disorders,0.7303631535507998,0.826094244646211,0.6201822004204625
scaffold,0,morgan+desc+atc+ind+rf,Skin and subcutaneous tissue disorders,0.6766296160057139,0.9530490453727181,0.9236159775753329
scaffold,0,morgan+desc+atc+ind+rf,"Congenital, familial and genetic disorders",0.6357010294647673,0.32742235205573766,0.17729502452697968
scaffold,0,morgan+desc+atc+ind+rf,Infections and infestations,0.6715152887541138,0.825101932144538,0.7049754730203224
scaffold,0,morgan+desc+atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6617014060375921,0.8349386433890496,0.7428170988086895
scaffold,0,morgan+desc+atc+ind+rf,Psychiatric disorders,0.6938555873367898,0.8381646437443628,0.7119831814996496
scaffold,0,morgan+desc+atc+ind+rf,Renal and urinary disorders,0.6863255376532413,0.7836443725899732,0.6384022424667134
scaffold,0,morgan+desc+atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.5826325943721271,0.12176221522441107,0.08759635599159075
scaffold,0,morgan+desc+atc+ind+rf,Ear and labyrinth disorders,0.6860423190613356,0.677426946650493,0.46180798878766643
scaffold,0,morgan+desc+atc+ind+rf,Cardiac disorders,0.69819735217743,0.8356234380661551,0.6923615977575333
scaffold,0,morgan+desc+atc+ind+rf,Nervous system disorders,0.7723540012769459,0.9708621611560847,0.9138051857042747
scaffold,0,morgan+desc+atc+ind+rf,"Injury, poisoning and procedural complications",0.6302145641420458,0.7673029147803534,0.6629292221443588
scaffold,0,structure rf + pharma rf,Hepatobiliary disorders,0.7879256646920842,0.7899831669864515,0.5206727400140154
scaffold,0,structure rf + pharma rf,Metabolism and nutrition disorders,0.721386508257918,0.8564370567390762,0.6979677645409951
scaffold,0,structure rf + pharma rf,Product issues,0.5634363082474719,0.03585950216796171,0.015416958654519973
scaffold,0,structure rf + pharma rf,Eye disorders,0.7440107170150949,0.827687902195269,0.613875262789068
scaffold,0,structure rf + pharma rf,Investigations,0.7522708217186462,0.9269052937243037,0.8065872459705676
scaffold,0,structure rf + pharma rf,Musculoskeletal and connective tissue disorders,0.7535713272588447,0.8834971482843047,0.6986685353889278
scaffold,0,structure rf + pharma rf,Gastrointestinal disorders,0.8522886942136406,0.9818803387816619,0.9096005606166784
scaffold,0,structure rf + pharma rf,Social circumstances,0.7003080383836513,0.3879395666021721,0.17589348283111422
scaffold,0,structure rf + pharma rf,Immune system disorders,0.7029253776178767,0.8650489562317404,0.7175893482831114
scaffold,0,structure rf + pharma rf,Reproductive system and breast disorders,0.7639302184362038,0.7829071196769979,0.5094604064470918
scaffold,0,structure rf + pharma rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7891787058208241,0.6313154064262434,0.263489838822705
scaffold,0,structure rf + pharma rf,General disorders and administration site conditions,0.6965303333586574,0.9556158042423857,0.905395935529082
scaffold,0,structure rf + pharma rf,Endocrine disorders,0.7562126568548013,0.547759441232688,0.2263489838822705
scaffold,0,structure rf + pharma rf,Surgical and medical procedures,0.702553375713958,0.3450048073580717,0.14926419060967064
scaffold,0,structure rf + pharma rf,Vascular disorders,0.7333047453691633,0.9050859290234117,0.7764540995094604
scaffold,0,structure rf + pharma rf,Blood and lymphatic system disorders,0.7942981979775543,0.874365018424515,0.6201822004204625
scaffold,0,structure rf + pharma rf,Skin and subcutaneous tissue disorders,0.7571215712859722,0.9705645524957462,0.9236159775753329
scaffold,0,structure rf + pharma rf,"Congenital, familial and genetic disorders",0.6825319731842502,0.38557551736499385,0.17729502452697968
scaffold,0,structure rf + pharma rf,Infections and infestations,0.7084811741836013,0.8581109659330514,0.7049754730203224
scaffold,0,structure rf + pharma rf,"Respiratory, thoracic and mediastinal disorders",0.7399809412406414,0.8884184647953471,0.7428170988086895
scaffold,0,structure rf + pharma rf,Psychiatric disorders,0.7680607818201569,0.8946265438031269,0.7119831814996496
scaffold,0,structure rf + pharma rf,Renal and urinary disorders,0.749492393211288,0.8345623292227154,0.6384022424667134
scaffold,0,structure rf + pharma rf,"Pregnancy, puerperium and perinatal conditions",0.657241212880864,0.2186351719174314,0.08759635599159075
scaffold,0,structure rf + pharma rf,Ear and labyrinth disorders,0.7288604265119778,0.7345368476788579,0.46180798878766643
scaffold,0,structure rf + pharma rf,Cardiac disorders,0.7710960755176943,0.8891248546272958,0.6923615977575333
scaffold,0,structure rf + pharma rf,Nervous system disorders,0.7965316486198171,0.9748936029323202,0.9138051857042747
scaffold,0,structure rf + pharma rf,"Injury, poisoning and procedural complications",0.7102835046109658,0.8273239570440094,0.6629292221443588
scaffold,1,count-only,Hepatobiliary disorders,0.67074009009311,0.6713112568046545,0.5206727400140154
scaffold,1,count-only,Metabolism and nutrition disorders,0.6387690220968338,0.7939152935464314,0.6979677645409951
scaffold,1,count-only,Product issues,0.39291340685103454,0.0189380247128823,0.015416958654519973
scaffold,1,count-only,Eye disorders,0.6231599820516046,0.7217392989984268,0.613875262789068
scaffold,1,count-only,Investigations,0.6733885490206217,0.8862572936653578,0.8065872459705676
scaffold,1,count-only,Musculoskeletal and connective tissue disorders,0.6381967761044349,0.7925481479602169,0.6986685353889278
scaffold,1,count-only,Gastrointestinal disorders,0.7494927931394566,0.9625242077683185,0.9096005606166784
scaffold,1,count-only,Social circumstances,0.6151398036718002,0.26234113883735083,0.17589348283111422
scaffold,1,count-only,Immune system disorders,0.6111227501257319,0.7849869064911023,0.7175893482831114
scaffold,1,count-only,Reproductive system and breast disorders,0.6715489358798237,0.6726921628674611,0.5094604064470918
scaffold,1,count-only,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.5938999876498019,0.35205926699793066,0.263489838822705
scaffold,1,count-only,General disorders and administration site conditions,0.6422490761325671,0.9444882682528398,0.905395935529082
scaffold,1,count-only,Endocrine disorders,0.5955241623875048,0.32677171027289476,0.2263489838822705
scaffold,1,count-only,Surgical and medical procedures,0.6050213567889889,0.21881033019622995,0.14926419060967064
scaffold,1,count-only,Vascular disorders,0.6361930864716692,0.8517991480131324,0.7764540995094604
scaffold,1,count-only,Blood and lymphatic system disorders,0.6530155051022637,0.7317243738718325,0.6201822004204625
scaffold,1,count-only,Skin and subcutaneous tissue disorders,0.6656220799403345,0.9580313641461091,0.9236159775753329
scaffold,1,count-only,"Congenital, familial and genetic disorders",0.5635215444110531,0.21711036486649662,0.17729502452697968
scaffold,1,count-only,Infections and infestations,0.6095624688563871,0.7868849985611218,0.7049754730203224
scaffold,1,count-only,"Respiratory, thoracic and mediastinal disorders",0.628953034338175,0.813830279987551,0.7428170988086895
scaffold,1,count-only,Psychiatric disorders,0.6566137810935788,0.8206373108621052,0.7119831814996496
scaffold,1,count-only,Renal and urinary disorders,0.6473863154362597,0.7510846480774758,0.6384022424667134
scaffold,1,count-only,"Pregnancy, puerperium and perinatal conditions",0.5662159649635676,0.12384639873859649,0.08759635599159075
scaffold,1,count-only,Ear and labyrinth disorders,0.607791442981177,0.5753988725014443,0.46180798878766643
scaffold,1,count-only,Cardiac disorders,0.6352314478425077,0.7873893613249828,0.6923615977575333
scaffold,1,count-only,Nervous system disorders,0.7487481281623688,0.9659725768824314,0.9138051857042747
scaffold,1,count-only,"Injury, poisoning and procedural complications",0.604536550161422,0.7440619117133596,0.6629292221443588
scaffold,1,count-stacked rf,Hepatobiliary disorders,0.7208506122102338,0.7068796654396988,0.5206727400140154
scaffold,1,count-stacked rf,Metabolism and nutrition disorders,0.6387756307727821,0.7945041996958586,0.6979677645409951
scaffold,1,count-stacked rf,Product issues,0.5343941978220128,0.029087276683352148,0.015416958654519973
scaffold,1,count-stacked rf,Eye disorders,0.6771607310818103,0.7555437053690884,0.613875262789068
scaffold,1,count-stacked rf,Investigations,0.691684174479813,0.8983655817320721,0.8065872459705676
scaffold,1,count-stacked rf,Musculoskeletal and connective tissue disorders,0.6676327273841908,0.8163582576818996,0.6986685353889278
scaffold,1,count-stacked rf,Gastrointestinal disorders,0.7777522920532765,0.9620815621772391,0.9096005606166784
scaffold,1,count-stacked rf,Social circumstances,0.6473555998797974,0.3012783438245768,0.17589348283111422
scaffold,1,count-stacked rf,Immune system disorders,0.6461045478107552,0.8192393502656576,0.7175893482831114
scaffold,1,count-stacked rf,Reproductive system and breast disorders,0.7138993123422198,0.7362460721981532,0.5094604064470918
scaffold,1,count-stacked rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.717624412158836,0.5070458446413757,0.263489838822705
scaffold,1,count-stacked rf,General disorders and administration site conditions,0.5880250330968242,0.9302107252305692,0.905395935529082
scaffold,1,count-stacked rf,Endocrine disorders,0.6966725289251291,0.4571234011634919,0.2263489838822705
scaffold,1,count-stacked rf,Surgical and medical procedures,0.5926948183591634,0.22376070308336887,0.14926419060967064
scaffold,1,count-stacked rf,Vascular disorders,0.6515986809225344,0.8601596168930763,0.7764540995094604
scaffold,1,count-stacked rf,Blood and lymphatic system disorders,0.7270645313855704,0.8173084015169477,0.6201822004204625
scaffold,1,count-stacked rf,Skin and subcutaneous tissue disorders,0.6701257708994894,0.9536729355476282,0.9236159775753329
scaffold,1,count-stacked rf,"Congenital, familial and genetic disorders",0.6064570316574105,0.26710255549152884,0.17729502452697968
scaffold,1,count-stacked rf,Infections and infestations,0.6638633654108219,0.8184681391748612,0.7049754730203224
scaffold,1,count-stacked rf,"Respiratory, thoracic and mediastinal disorders",0.6480320756046563,0.8275912638688417,0.7428170988086895
scaffold,1,count-stacked rf,Psychiatric disorders,0.6761838439485507,0.8277900978681536,0.7119831814996496
scaffold,1,count-stacked rf,Renal and urinary disorders,0.6732132965043601,0.777167294227535,0.6384022424667134
scaffold,1,count-stacked rf,"Pregnancy, puerperium and perinatal conditions",0.6042035982428666,0.18121757924568277,0.08759635599159075
scaffold,1,count-stacked rf,Ear and labyrinth disorders,0.6429327349067903,0.6164229403170713,0.46180798878766643
scaffold,1,count-stacked rf,Cardiac disorders,0.6816074380584143,0.8167709780166106,0.6923615977575333
scaffold,1,count-stacked rf,Nervous system disorders,0.7635982466632093,0.9653502566537941,0.9138051857042747
scaffold,1,count-stacked rf,"Injury, poisoning and procedural complications",0.6156334450322948,0.7527276351026844,0.6629292221443588
scaffold,1,atc+rf,Hepatobiliary disorders,0.6317231839062094,0.6475861409948049,0.5206727400140154
scaffold,1,atc+rf,Metabolism and nutrition disorders,0.602604305852158,0.7654595366314317,0.6979677645409951
scaffold,1,atc+rf,Product issues,0.5764767545009155,0.019583055293053417,0.015416958654519973
scaffold,1,atc+rf,Eye disorders,0.6180234053275546,0.7237577496260215,0.613875262789068
scaffold,1,atc+rf,Investigations,0.6106232223064045,0.8577957767049437,0.8065872459705676
scaffold,1,atc+rf,Musculoskeletal and connective tissue disorders,0.61516573580193,0.776428368570515,0.6986685353889278
scaffold,1,atc+rf,Gastrointestinal disorders,0.7064864063336571,0.9497437290591773,0.9096005606166784
scaffold,1,atc+rf,Social circumstances,0.620666260228415,0.28619064179789994,0.17589348283111422
scaffold,1,atc+rf,Immune system disorders,0.5610563239307486,0.7526496856531991,0.7175893482831114
scaffold,1,atc+rf,Reproductive system and breast disorders,0.6341425881415041,0.6312399911822351,0.5094604064470918
scaffold,1,atc+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6395616336608543,0.43367920396407433,0.263489838822705
scaffold,1,atc+rf,General disorders and administration site conditions,0.5922459667990028,0.9306094671938384,0.905395935529082
scaffold,1,atc+rf,Endocrine disorders,0.6513882750138718,0.35724904724138085,0.2263489838822705
scaffold,1,atc+rf,Surgical and medical procedures,0.6105326744939464,0.24572963567088948,0.14926419060967064
scaffold,1,atc+rf,Vascular disorders,0.6306629037726436,0.8444878488918585,0.7764540995094604
