split,seed,model,adr,roc_auc,pr_auc,prevalence
scaffold,1,atc+rf,Blood and lymphatic system disorders,0.6547794767335666,0.7484899466683684,0.6201822004204625
scaffold,1,atc+rf,Skin and subcutaneous tissue disorders,0.549128253127002,0.9317835038252145,0.9236159775753329
scaffold,1,atc+rf,"Congenital, familial and genetic disorders",0.5727372869624456,0.2557219984527407,0.17729502452697968
scaffold,1,atc+rf,Infections and infestations,0.577515330363917,0.7575098388030039,0.7049754730203224
scaffold,1,atc+rf,"Respiratory, thoracic and mediastinal disorders",0.6156166950253791,0.8085538990950536,0.7428170988086895
scaffold,1,atc+rf,Psychiatric disorders,0.6232054395806437,0.8062491793893136,0.7119831814996496
scaffold,1,atc+rf,Renal and urinary disorders,0.599843576696068,0.7250904439812661,0.6384022424667134
scaffold,1,atc+rf,"Pregnancy, puerperium and perinatal conditions",0.6152746484383097,0.14381387094205805,0.08759635599159075
scaffold,1,atc+rf,Ear and labyrinth disorders,0.606966816206066,0.5781241871635059,0.46180798878766643
scaffold,1,atc+rf,Cardiac disorders,0.6087258068148322,0.7774513588985454,0.6923615977575333
scaffold,1,atc+rf,Nervous system disorders,0.6143315275185689,0.9413201401129687,0.9138051857042747
scaffold,1,atc+rf,"Injury, poisoning and procedural complications",0.5958102939533116,0.731404590650376,0.6629292221443588
scaffold,1,ind+rf,Hepatobiliary disorders,0.71442147415469,0.7340570351281064,0.5206727400140154
scaffold,1,ind+rf,Metabolism and nutrition disorders,0.6971296250746593,0.8377683411723508,0.6979677645409951
scaffold,1,ind+rf,Product issues,0.4917443966543481,0.028095860691950164,0.015416958654519973
scaffold,1,ind+rf,Eye disorders,0.7091173254202918,0.7934477779503044,0.613875262789068
scaffold,1,ind+rf,Investigations,0.7217683578868042,0.9075259479727658,0.8065872459705676
scaffold,1,ind+rf,Musculoskeletal and connective tissue disorders,0.7026590723970628,0.8427052350369099,0.6986685353889278
scaffold,1,ind+rf,Gastrointestinal disorders,0.7788384128693823,0.9661737904253378,0.9096005606166784
scaffold,1,ind+rf,Social circumstances,0.6920754268256416,0.4041556592699105,0.17589348283111422
scaffold,1,ind+rf,Immune system disorders,0.6275921294073676,0.817598824634904,0.7175893482831114
scaffold,1,ind+rf,Reproductive system and breast disorders,0.7178901654421725,0.7406132383845774,0.5094604064470918
scaffold,1,ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.68721641740301,0.5002129515707792,0.263489838822705
scaffold,1,ind+rf,General disorders and administration site conditions,0.6840584199647457,0.951612389062429,0.905395935529082
scaffold,1,ind+rf,Endocrine disorders,0.6831390107879296,0.4624001679560836,0.2263489838822705
scaffold,1,ind+rf,Surgical and medical procedures,0.6909815660271235,0.34115594763316476,0.14926419060967064
scaffold,1,ind+rf,Vascular disorders,0.7087620043030798,0.8887687655038548,0.7764540995094604
scaffold,1,ind+rf,Blood and lymphatic system disorders,0.735908303073144,0.8145040284668367,0.6201822004204625
scaffold,1,ind+rf,Skin and subcutaneous tissue disorders,0.7360979017620684,0.963220814960849,0.9236159775753329
scaffold,1,ind+rf,"Congenital, familial and genetic disorders",0.628892697005699,0.275811598626896,0.17729502452697968
scaffold,1,ind+rf,Infections and infestations,0.6541496798236459,0.810357641343819,0.7049754730203224
scaffold,1,ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6803665294156394,0.8588855107183783,0.7428170988086895
scaffold,1,ind+rf,Psychiatric disorders,0.7256699109393256,0.8613404674714722,0.7119831814996496
scaffold,1,ind+rf,Renal and urinary disorders,0.70256922844951,0.7958396103769306,0.6384022424667134
scaffold,1,ind+rf,"Pregnancy, puerperium and perinatal conditions",0.6467015650838575,0.24519473963357608,0.08759635599159075
scaffold,1,ind+rf,Ear and labyrinth disorders,0.7015271085279257,0.6903746427977939,0.46180798878766643
scaffold,1,ind+rf,Cardiac disorders,0.7146777341547086,0.8535575471077583,0.6923615977575333
scaffold,1,ind+rf,Nervous system disorders,0.6995569365540988,0.9557875781954749,0.9138051857042747
scaffold,1,ind+rf,"Injury, poisoning and procedural complications",0.6657526866064505,0.7894972575571084,0.6629292221443588
scaffold,1,atc+ind+rf,Hepatobiliary disorders,0.7431317926747064,0.7576726491325025,0.5206727400140154
scaffold,1,atc+ind+rf,Metabolism and nutrition disorders,0.7244395610182235,0.853985266032683,0.6979677645409951
scaffold,1,atc+ind+rf,Product issues,0.52313626542561,0.023964726145684102,0.015416958654519973
scaffold,1,atc+ind+rf,Eye disorders,0.7348023679201016,0.8192547865954918,0.613875262789068
scaffold,1,atc+ind+rf,Investigations,0.7350616598554491,0.9138241665379871,0.8065872459705676
scaffold,1,atc+ind+rf,Musculoskeletal and connective tissue disorders,0.7315235296625673,0.8613913102018339,0.6986685353889278
scaffold,1,atc+ind+rf,Gastrointestinal disorders,0.8309704677448206,0.9743100721564936,0.9096005606166784
scaffold,1,atc+ind+rf,Social circumstances,0.6998358417413529,0.4035370066201464,0.17589348283111422
scaffold,1,atc+ind+rf,Immune system disorders,0.6435244079037796,0.8276901195447932,0.7175893482831114
scaffold,1,atc+ind+rf,Reproductive system and breast disorders,0.7389104573384173,0.7579364304140181,0.5094604064470918
scaffold,1,atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7305800439705392,0.5674548950069183,0.263489838822705
scaffold,1,atc+ind+rf,General disorders and administration site conditions,0.7025797150165014,0.9567037800557108,0.905395935529082
scaffold,1,atc+ind+rf,Endocrine disorders,0.7209797808404306,0.4882988782685418,0.2263489838822705
scaffold,1,atc+ind+rf,Surgical and medical procedures,0.7166465553644848,0.36584297797144655,0.14926419060967064
scaffold,1,atc+ind+rf,Vascular disorders,0.7328227668754703,0.9000918883091126,0.7764540995094604
scaffold,1,atc+ind+rf,Blood and lymphatic system disorders,0.7624203152357365,0.8355443634734986,0.6201822004204625
scaffold,1,atc+ind+rf,Skin and subcutaneous tissue disorders,0.7518380085792213,0.966599482755839,0.9236159775753329
scaffold,1,atc+ind+rf,"Congenital, familial and genetic disorders",0.6407228864426242,0.3170971920507927,0.17729502452697968
scaffold,1,atc+ind+rf,Infections and infestations,0.6809993661849738,0.8327913144837747,0.7049754730203224
scaffold,1,atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.7111533942519455,0.8711782589554016,0.7428170988086895
scaffold,1,atc+ind+rf,Psychiatric disorders,0.7542752761091338,0.8840596988968941,0.7119831814996496
scaffold,1,atc+ind+rf,Renal and urinary disorders,0.7212240397688124,0.8128848973354001,0.6384022424667134
scaffold,1,atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.679452310808059,0.2609235625240147,0.08759635599159075
scaffold,1,atc+ind+rf,Ear and labyrinth disorders,0.7158789389869826,0.7100651594334881,0.46180798878766643
scaffold,1,atc+ind+rf,Cardiac disorders,0.7500683566606281,0.8708064998668539,0.6923615977575333
scaffold,1,atc+ind+rf,Nervous system disorders,0.7311964419888222,0.96182550278803,0.9138051857042747
scaffold,1,atc+ind+rf,"Injury, poisoning and procedural complications",0.7009877936868947,0.8076110847650908,0.6629292221443588
scaffold,1,morgan+desc+atc+ind+rf,Hepatobiliary disorders,0.7399334763073175,0.7320473012668194,0.5206727400140154
scaffold,1,morgan+desc+atc+ind+rf,Metabolism and nutrition disorders,0.6526486434520271,0.8072708730788444,0.6979677645409951
scaffold,1,morgan+desc+atc+ind+rf,Product issues,0.5365803602703717,0.028095312805195595,0.015416958654519973
scaffold,1,morgan+desc+atc+ind+rf,Eye disorders,0.6875032804372834,0.7736241347580634,0.613875262789068
scaffold,1,morgan+desc+atc+ind+rf,Investigations,0.6982949443074992,0.9016910259069941,0.8065872459705676
scaffold,1,morgan+desc+atc+ind+rf,Musculoskeletal and connective tissue disorders,0.6803639001997037,0.8251755084626595,0.6986685353889278
scaffold,1,morgan+desc+atc+ind+rf,Gastrointestinal disorders,0.780526997985289,0.9624912945140128,0.9096005606166784
scaffold,1,morgan+desc+atc+ind+rf,Social circumstances,0.6580620740329708,0.32582583224770467,0.17589348283111422
scaffold,1,morgan+desc+atc+ind+rf,Immune system disorders,0.6474922054950549,0.8200816134953162,0.7175893482831114
scaffold,1,morgan+desc+atc+ind+rf,Reproductive system and breast disorders,0.7289356486128697,0.7525332780076635,0.5094604064470918
scaffold,1,morgan+desc+atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7427258114167814,0.5617055595020994,0.263489838822705
scaffold,1,morgan+desc+atc+ind+rf,General disorders and administration site conditions,0.602682476664284,0.9341648538094132,0.905395935529082
scaffold,1,morgan+desc+atc+ind+rf,Endocrine disorders,0.7123698554727798,0.46986796106663353,0.2263489838822705
scaffold,1,morgan+desc+atc+ind+rf,Surgical and medical procedures,0.6258507110120083,0.2535806293815862,0.14926419060967064
scaffold,1,morgan+desc+atc+ind+rf,Vascular disorders,0.6565049514533752,0.8653522881993766,0.7764540995094604
scaffold,1,morgan+desc+atc+ind+rf,Blood and lymphatic system disorders,0.7456379633722365,0.8336636331640666,0.6201822004204625
scaffold,1,morgan+desc+atc+ind+rf,Skin and subcutaneous tissue disorders,0.6753603023591002,0.9545222235880597,0.9236159775753329
scaffold,1,morgan+desc+atc+ind+rf,"Congenital, familial and genetic disorders",0.6094827770275855,0.27974799276903445,0.17729502452697968
scaffold,1,morgan+desc+atc+ind+rf,Infections and infestations,0.6703084407360639,0.8241540103831385,0.7049754730203224
scaffold,1,morgan+desc+atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6521291682484784,0.8231498188829655,0.7428170988086895
scaffold,1,morgan+desc+atc+ind+rf,Psychiatric disorders,0.6967795118847495,0.8489565126566468,0.7119831814996496
scaffold,1,morgan+desc+atc+ind+rf,Renal and urinary disorders,0.6949576972200475,0.7896966215278096,0.6384022424667134
scaffold,1,morgan+desc+atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.629890691931186,0.19993087100161175,0.08759635599159075
scaffold,1,morgan+desc+atc+ind+rf,Ear and labyrinth disorders,0.6695437434338418,0.66127115477914,0.46180798878766643
scaffold,1,morgan+desc+atc+ind+rf,Cardiac disorders,0.6958053964083231,0.8334890951388187,0.6923615977575333
scaffold,1,morgan+desc+atc+ind+rf,Nervous system disorders,0.7640865695962858,0.9688522202787754,0.9138051857042747
scaffold,1,morgan+desc+atc+ind+rf,"Injury, poisoning and procedural complications",0.6260318821639638,0.7599975956573216,0.6629292221443588
scaffold,1,structure rf + pharma rf,Hepatobiliary disorders,0.7875631778974793,0.7863119756165509,0.5206727400140154
scaffold,1,structure rf + pharma rf,Metabolism and nutrition disorders,0.7286109396365683,0.8630446417896455,0.6979677645409951
scaffold,1,structure rf + pharma rf,Product issues,0.514374929484499,0.022224548094745257,0.015416958654519973
scaffold,1,structure rf + pharma rf,Eye disorders,0.7488011382532951,0.8270001878397087,0.613875262789068
scaffold,1,structure rf + pharma rf,Investigations,0.764408652612329,0.924122444092248,0.8065872459705676
scaffold,1,structure rf + pharma rf,Musculoskeletal and connective tissue disorders,0.7550158767796569,0.880628600346849,0.6986685353889278
scaffold,1,structure rf + pharma rf,Gastrointestinal disorders,0.8594718352958113,0.9800728881180054,0.9096005606166784
scaffold,1,structure rf + pharma rf,Social circumstances,0.7128624188537495,0.4091549465096008,0.17589348283111422
scaffold,1,structure rf + pharma rf,Immune system disorders,0.6901269675443666,0.8542892588490455,0.7175893482831114
scaffold,1,structure rf + pharma rf,Reproductive system and breast disorders,0.7808382470727202,0.8005589153588758,0.5094604064470918
scaffold,1,structure rf + pharma rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7787374997609776,0.61536646100952,0.263489838822705
scaffold,1,structure rf + pharma rf,General disorders and administration site conditions,0.7023975039728702,0.9579420272997895,0.905395935529082
scaffold,1,structure rf + pharma rf,Endocrine disorders,0.7435859182407072,0.5346099237839672,0.2263489838822705
scaffold,1,structure rf + pharma rf,Surgical and medical procedures,0.7142432459466573,0.3629451694599942,0.14926419060967064
scaffold,1,structure rf + pharma rf,Vascular disorders,0.7447319384878724,0.9069511908297333,0.7764540995094604
scaffold,1,structure rf + pharma rf,Blood and lymphatic system disorders,0.7932146777989675,0.871284498093131,0.6201822004204625
scaffold,1,structure rf + pharma rf,Skin and subcutaneous tissue disorders,0.7714437900824356,0.9709028262449483,0.9236159775753329
scaffold,1,structure rf + pharma rf,"Congenital, familial and genetic disorders",0.6518634984479692,0.3335421187311656,0.17729502452697968
scaffold,1,structure rf + pharma rf,Infections and infestations,0.7136529938243618,0.8594697692209321,0.7049754730203224
scaffold,1,structure rf + pharma rf,"Respiratory, thoracic and mediastinal disorders",0.7297109789746347,0.8818893184923382,0.7428170988086895
scaffold,1,structure rf + pharma rf,Psychiatric disorders,0.7629424516687585,0.8920824350243872,0.7119831814996496
scaffold,1,structure rf + pharma rf,Renal and urinary disorders,0.7488872560513575,0.8293296577892175,0.6384022424667134
scaffold,1,structure rf + pharma rf,"Pregnancy, puerperium and perinatal conditions",0.6979772564430877,0.25833840789467544,0.08759635599159075
scaffold,1,structure rf + pharma rf,Ear and labyrinth disorders,0.7203562499417531,0.7265873246367602,0.46180798878766643
scaffold,1,structure rf + pharma rf,Cardiac disorders,0.7706694324260298,0.8878226552121573,0.6923615977575333
scaffold,1,structure rf + pharma rf,Nervous system disorders,0.7871886679753042,0.9732242638233514,0.9138051857042747
scaffold,1,structure rf + pharma rf,"Injury, poisoning and procedural complications",0.7044294531091445,0.8230105038992646,0.6629292221443588
scaffold,2,count-only,Hepatobiliary disorders,0.654118963990513,0.6432476306201329,0.5206727400140154
scaffold,2,count-only,Metabolism and nutrition disorders,0.6278199777531764,0.7854271132858633,0.6979677645409951
scaffold,2,count-only,Product issues,0.5467565778831538,0.04977166189462282,0.015416958654519973
scaffold,2,count-only,Eye disorders,0.6234273801292127,0.7147716322484083,0.613875262789068
scaffold,2,count-only,Investigations,0.6744691853197738,0.8823042350959595,0.8065872459705676
scaffold,2,count-only,Musculoskeletal and connective tissue disorders,0.6490385665233377,0.801348794209944,0.6986685353889278
scaffold,2,count-only,Gastrointestinal disorders,0.7257668920608391,0.9567520784304886,0.9096005606166784
scaffold,2,count-only,Social circumstances,0.5916240519832586,0.2668857208301472,0.17589348283111422
scaffold,2,count-only,Immune system disorders,0.6057174114367659,0.7872693319772208,0.7175893482831114
scaffold,2,count-only,Reproductive system and breast disorders,0.658656128923983,0.6511780246172185,0.5094604064470918
scaffold,2,count-only,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.582360102343611,0.35332322151386647,0.263489838822705
scaffold,2,count-only,General disorders and administration site conditions,0.6589218620106753,0.9452847953068156,0.905395935529082
scaffold,2,count-only,Endocrine disorders,0.611150252319648,0.33577600159268817,0.2263489838822705
scaffold,2,count-only,Surgical and medical procedures,0.5987708413038859,0.2158124275331689,0.14926419060967064
scaffold,2,count-only,Vascular disorders,0.6235411486625628,0.8396386658084805,0.7764540995094604
scaffold,2,count-only,Blood and lymphatic system disorders,0.6398323462341798,0.7231763738742896,0.6201822004204625
scaffold,2,count-only,Skin and subcutaneous tissue disorders,0.6616618705834607,0.957362767067724,0.9236159775753329
scaffold,2,count-only,"Congenital, familial and genetic disorders",0.5637269160807403,0.22658314588496137,0.17729502452697968
scaffold,2,count-only,Infections and infestations,0.6121293897977618,0.7832043863724433,0.7049754730203224
scaffold,2,count-only,"Respiratory, thoracic and mediastinal disorders",0.6342090843589661,0.8182547448873535,0.7428170988086895
scaffold,2,count-only,Psychiatric disorders,0.6350827813163863,0.8019884056234663,0.7119831814996496
scaffold,2,count-only,Renal and urinary disorders,0.642831281590619,0.7410944910666357,0.6384022424667134
scaffold,2,count-only,"Pregnancy, puerperium and perinatal conditions",0.5802035005021023,0.13900095091703174,0.08759635599159075
scaffold,2,count-only,Ear and labyrinth disorders,0.6106633015088392,0.5663410303432788,0.46180798878766643
scaffold,2,count-only,Cardiac disorders,0.6289458016324019,0.7750694281626882,0.6923615977575333
scaffold,2,count-only,Nervous system disorders,0.7288815654656673,0.961100099507278,0.9138051857042747
scaffold,2,count-only,"Injury, poisoning and procedural complications",0.6020564804372577,0.7451044254778421,0.6629292221443588
scaffold,2,count-stacked rf,Hepatobiliary disorders,0.7205618518110904,0.7088881764912633,0.5206727400140154
scaffold,2,count-stacked rf,Metabolism and nutrition disorders,0.6236189932054789,0.7809800001809816,0.6979677645409951
scaffold,2,count-stacked rf,Product issues,0.5638068622391815,0.030497449140104143,0.015416958654519973
scaffold,2,count-stacked rf,Eye disorders,0.6731131585785847,0.7514829523771905,0.613875262789068
scaffold,2,count-stacked rf,Investigations,0.6710320806775086,0.8801542559207292,0.8065872459705676
scaffold,2,count-stacked rf,Musculoskeletal and connective tissue disorders,0.6714216674064568,0.8143734546857212,0.6986685353889278
scaffold,2,count-stacked rf,Gastrointestinal disorders,0.7697645920606869,0.9641402009871796,0.9096005606166784
scaffold,2,count-stacked rf,Social circumstances,0.6344692593805112,0.30403521486486207,0.17589348283111422
scaffold,2,count-stacked rf,Immune system disorders,0.6308496545941508,0.8152443884294985,0.7175893482831114
scaffold,2,count-stacked rf,Reproductive system and breast disorders,0.7036004155573898,0.7186377093251641,0.5094604064470918
scaffold,2,count-stacked rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6964001210556301,0.4952760098956137,0.263489838822705
scaffold,2,count-stacked rf,General disorders and administration site conditions,0.5869970404228477,0.921776590000985,0.905395935529082
scaffold,2,count-stacked rf,Endocrine disorders,0.6962739285796632,0.45297513381799226,0.2263489838822705
scaffold,2,count-stacked rf,Surgical and medical procedures,0.6198649584467167,0.2353852420013101,0.14926419060967064
scaffold,2,count-stacked rf,Vascular disorders,0.6390443037331186,0.8521815980589009,0.7764540995094604
scaffold,2,count-stacked rf,Blood and lymphatic system disorders,0.7310812416743581,0.8119036496348121,0.6201822004204625
scaffold,2,count-stacked rf,Skin and subcutaneous tissue disorders,0.6748613752609195,0.9521681706353785,0.9236159775753329
scaffold,2,count-stacked rf,"Congenital, familial and genetic disorders",0.6143901760983316,0.2793762438987101,0.17729502452697968
scaffold,2,count-stacked rf,Infections and infestations,0.6623852863625755,0.8169831597311438,0.7049754730203224
scaffold,2,count-stacked rf,"Respiratory, thoracic and mediastinal disorders",0.6451736181324736,0.8268596352574906,0.7428170988086895
scaffold,2,count-stacked rf,Psychiatric disorders,0.6732697880162888,0.82081204666302,0.7119831814996496
scaffold,2,count-stacked rf,Renal and urinary disorders,0.6609843549742646,0.7601207345899479,0.6384022424667134
scaffold,2,count-stacked rf,"Pregnancy, puerperium and perinatal conditions",0.6129317068979601,0.14422487866630726,0.08759635599159075
scaffold,2,count-stacked rf,Ear and labyrinth disorders,0.6459776045226404,0.6175098984934257,0.46180798878766643
scaffold,2,count-stacked rf,Cardiac disorders,0.6843792620033485,0.8193494829488366,0.6923615977575333
scaffold,2,count-stacked rf,Nervous system disorders,0.7589984852422748,0.9690726670629175,0.9138051857042747
scaffold,2,count-stacked rf,"Injury, poisoning and procedural complications",0.6143155207665272,0.7507543134292629,0.6629292221443588
scaffold,2,atc+rf,Hepatobiliary disorders,0.6258684904302271,0.6407814670422075,0.5206727400140154
scaffold,2,atc+rf,Metabolism and nutrition disorders,0.6144912039976902,0.7748592875266505,0.6979677645409951
scaffold,2,atc+rf,Product issues,0.5497966659479061,0.019738943509843714,0.015416958654519973
scaffold,2,atc+rf,Eye disorders,0.6211383357283374,0.717124775150088,0.613875262789068
scaffold,2,atc+rf,Investigations,0.6162246423312341,0.8574978138709008,0.8065872459705676
scaffold,2,atc+rf,Musculoskeletal and connective tissue disorders,0.6238506650323116,0.7785601012609421,0.6986685353889278
scaffold,2,atc+rf,Gastrointestinal disorders,0.7184843207018836,0.9510400632637911,0.9096005606166784
scaffold,2,atc+rf,Social circumstances,0.6172614182175813,0.29109508880236007,0.17589348283111422
scaffold,2,atc+rf,Immune system disorders,0.5709896547198904,0.7604252434796511,0.7175893482831114
scaffold,2,atc+rf,Reproductive system and breast disorders,0.6199249590557631,0.6220266407164733,0.5094604064470918
scaffold,2,atc+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6244814799183275,0.4207665466363856,0.263489838822705
scaffold,2,atc+rf,General disorders and administration site conditions,0.5711936233617589,0.925365900559615,0.905395935529082
scaffold,2,atc+rf,Endocrine disorders,0.6529500397074677,0.36297636709808045,0.2263489838822705
scaffold,2,atc+rf,Surgical and medical procedures,0.6376681370115256,0.27584983165966936,0.14926419060967064
scaffold,2,atc+rf,Vascular disorders,0.6195654925602383,0.8437116576078563,0.7764540995094604
scaffold,2,atc+rf,Blood and lymphatic system disorders,0.6612624317760768,0.746570488820641,0.6201822004204625
scaffold,2,atc+rf,Skin and subcutaneous tissue disorders,0.5369603545608447,0.9261485694164311,0.9236159775753329
scaffold,2,atc+rf,"Congenital, familial and genetic disorders",0.5546680578124021,0.24363514902956124,0.17729502452697968
scaffold,2,atc+rf,Infections and infestations,0.5666238580949466,0.7577079281621033,0.7049754730203224
scaffold,2,atc+rf,"Respiratory, thoracic and mediastinal disorders",0.6233676201113613,0.8114695893917032,0.7428170988086895
scaffold,2,atc+rf,Psychiatric disorders,0.6239492626557459,0.8050751190723503,0.7119831814996496
scaffold,2,atc+rf,Renal and urinary disorders,0.6190940413761685,0.7378465449465059,0.6384022424667134
scaffold,2,atc+rf,"Pregnancy, puerperium and perinatal conditions",0.5874955205674695,0.13647489984935884,0.08759635599159075
scaffold,2,atc+rf,Ear and labyrinth disorders,0.6053860121997957,0.5756004807351598,0.46180798878766643
scaffold,2,atc+rf,Cardiac disorders,0.6202303239399797,0.7790077116546588,0.6923615977575333
scaffold,2,atc+rf,Nervous system disorders,0.6141214698262886,0.9381334325009323,0.9138051857042747
scaffold,2,atc+rf,"Injury, poisoning and procedural complications",0.578598682707492,0.7201235355714145,0.6629292221443588
scaffold,2,ind+rf,Hepatobiliary disorders,0.7133250496064021,0.7297611166986561,0.5206727400140154
scaffold,2,ind+rf,Metabolism and nutrition disorders,0.7010748409155539,0.8380728846985178,0.6979677645409951
scaffold,2,ind+rf,Product issues,0.4988412714676492,0.025793550717780778,0.015416958654519973
scaffold,2,ind+rf,Eye disorders,0.6992087768918948,0.7905722059450231,0.613875262789068
scaffold,2,ind+rf,Investigations,0.7066939892716164,0.9049849548528522,0.8065872459705676
scaffold,2,ind+rf,Musculoskeletal and connective tissue disorders,0.695643188560191,0.8415745131300323,0.6986685353889278
scaffold,2,ind+rf,Gastrointestinal disorders,0.789276286842901,0.9670601704463528,0.9096005606166784
scaffold,2,ind+rf,Social circumstances,0.6716447715289352,0.380815852699973,0.17589348283111422
scaffold,2,ind+rf,Immune system disorders,0.6505095382487476,0.8260011430546399,0.7175893482831114
scaffold,2,ind+rf,Reproductive system and breast disorders,0.7146630815147975,0.7374639662314342,0.5094604064470918
scaffold,2,ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.6914474594590745,0.4989030144073701,0.263489838822705
scaffold,2,ind+rf,General disorders and administration site conditions,0.6836626368401717,0.9521237875228236,0.905395935529082
scaffold,2,ind+rf,Endocrine disorders,0.6882426785665863,0.4536922988553683,0.2263489838822705
scaffold,2,ind+rf,Surgical and medical procedures,0.6821024093451709,0.35780979910310273,0.14926419060967064
scaffold,2,ind+rf,Vascular disorders,0.6976183433941945,0.8820389720720044,0.7764540995094604
scaffold,2,ind+rf,Blood and lymphatic system disorders,0.7309986606714304,0.804253746868563,0.6201822004204625
scaffold,2,ind+rf,Skin and subcutaneous tissue disorders,0.7319647086660395,0.9641052072662847,0.9236159775753329
scaffold,2,ind+rf,"Congenital, familial and genetic disorders",0.6365438015899805,0.29478815268791003,0.17729502452697968
scaffold,2,ind+rf,Infections and infestations,0.6597034362704879,0.8187749485062913,0.7049754730203224
scaffold,2,ind+rf,"Respiratory, thoracic and mediastinal disorders",0.6753487268869562,0.8585524056702669,0.7428170988086895
scaffold,2,ind+rf,Psychiatric disorders,0.7227014759540695,0.8673967349670317,0.7119831814996496
scaffold,2,ind+rf,Renal and urinary disorders,0.7059164020515821,0.79712142585079,0.6384022424667134
scaffold,2,ind+rf,"Pregnancy, puerperium and perinatal conditions",0.616446749952215,0.23342262818080778,0.08759635599159075
scaffold,2,ind+rf,Ear and labyrinth disorders,0.7059316767078935,0.6906090647893968,0.46180798878766643
scaffold,2,ind+rf,Cardiac disorders,0.7225939720359806,0.8529704462692228,0.6923615977575333
scaffold,2,ind+rf,Nervous system disorders,0.69630653481471,0.9551043120336666,0.9138051857042747
scaffold,2,ind+rf,"Injury, poisoning and procedural complications",0.6626558325821262,0.78800277373277,0.6629292221443588
scaffold,2,atc+ind+rf,Hepatobiliary disorders,0.7381629593228507,0.7508476303185554,0.5206727400140154
scaffold,2,atc+ind+rf,Metabolism and nutrition disorders,0.7230098377078289,0.8467179937097515,0.6979677645409951
scaffold,2,atc+ind+rf,Product issues,0.4747668582094128,0.02199848751401535,0.015416958654519973
scaffold,2,atc+ind+rf,Eye disorders,0.7291645552092272,0.8152533287517081,0.613875262789068
scaffold,2,atc+ind+rf,Investigations,0.7311925612863818,0.9152339450348848,0.8065872459705676
scaffold,2,atc+ind+rf,Musculoskeletal and connective tissue disorders,0.730329677053003,0.8613582872820477,0.6986685353889278
scaffold,2,atc+ind+rf,Gastrointestinal disorders,0.847766551937338,0.9766736302588429,0.9096005606166784
scaffold,2,atc+ind+rf,Social circumstances,0.6804132827778213,0.37225603483954706,0.17589348283111422
scaffold,2,atc+ind+rf,Immune system disorders,0.6545811594174339,0.8313564929645981,0.7175893482831114
scaffold,2,atc+ind+rf,Reproductive system and breast disorders,0.7291508070904238,0.747760188987128,0.5094604064470918
scaffold,2,atc+ind+rf,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",0.7207149011776277,0.5634017215674458,0.263489838822705
scaffold,2,atc+ind+rf,General disorders and administration site conditions,0.6956031056276235,0.9562232411364826,0.905395935529082
scaffold,2,atc+ind+rf,Endocrine disorders,0.7246360475810617,0.48791074154076963,0.2263489838822705
scaffold,2,atc+ind+rf,Surgical and medical procedures,0.7299573918206758,0.3904581361900617,0.14926419060967064
scaffold,2,atc+ind+rf,Vascular disorders,0.7207650130881488,0.8935102109793907,0.7764540995094604
scaffold,2,atc+ind+rf,Blood and lymphatic system disorders,0.7632638161556644,0.8323178701947762,0.6201822004204625
scaffold,2,atc+ind+rf,Skin and subcutaneous tissue disorders,0.738225196755544,0.9659740057576286,0.9236159775753329
scaffold,2,atc+ind+rf,"Congenital, familial and genetic disorders",0.6616636495823688,0.33657797137564527,0.17729502452697968
scaffold,2,atc+ind+rf,Infections and infestations,0.6853954146021406,0.8374151490886514,0.7049754730203224
scaffold,2,atc+ind+rf,"Respiratory, thoracic and mediastinal disorders",0.7134471011553873,0.8758013273384682,0.7428170988086895
scaffold,2,atc+ind+rf,Psychiatric disorders,0.7516263767539242,0.8859601000292845,0.7119831814996496
scaffold,2,atc+ind+rf,Renal and urinary disorders,0.7280132878638288,0.8180391489444938,0.6384022424667134
scaffold,2,atc+ind+rf,"Pregnancy, puerperium and perinatal conditions",0.6759056251502334,0.275442238212661,0.08759635599159075
scaffold,2,atc+ind+rf,Ear and labyrinth disorders,0.7171260983087232,0.7026656025639175,0.46180798878766643
scaffold,2,atc+ind+rf,Cardiac disorders,0.7532477825455963,0.8700389334902228,0.6923615977575333
scaffold,2,atc+ind+rf,Nervous system disorders,0.7181115493191668,0.9598788658946453,0.9138051857042747
scaffold,2,atc+ind+rf,"Injury, poisoning and procedural complications",0.6940305673709816,0.8036976768567963,0.6629292221443588
scaffold,2,morgan+desc+atc+ind+rf,Hepatobiliary disorders,0.7332435882539761,0.7308038243712487,0.5206727400140154
